,Date,P/E,P/B,Div Yield,Nifty,Earnings,Book Value,Dividend,D/E,E/B,50- TPE,Earning growth,DIV GROWTH,,,,,,,,,,,,
837,5/2/2002,18.08,2.93,1.41,1093.3,60.47,373.14,7.75,12.82%,16.21%,18.14,-0.05,-0.04,,,,,,,,,,,,
838,5/3/2002,18.04,2.8,1.38,1096.95,60.81,391.77,7.95,13.07%,15.52%,18.13,-0.05,-0.04,,,,,,,,,,,,
839,5/6/2002,18.1,2.81,1.38,1100.95,60.83,391.8,7.98,13.12%,15.52%,18.11,-0.06,-0.04,,,,,,,,,,,,
840,5/7/2002,18.26,2.84,1.39,1110.7,60.83,391.09,7.99,13.14%,15.55%,18.1,-0.06,-0.03,,,,,,,,,,,,
841,5/8/2002,18.38,2.86,1.38,1117.6,60.81,390.77,8.1,13.32%,15.56%,18.09,-0.07,-0.03,,,,,,,,,,,,
842,5/9/2002,18.54,2.88,1.37,1127.6,60.82,391.53,8.23,13.53%,15.53%,18.09,-0.07,-0.03,,,,,,,,,,,,
843,5/10/2002,18.36,2.85,1.36,1116.4,60.81,391.72,8.21,13.50%,15.52%,18.09,-0.07,-0.02,,,,,,,,,,,,
844,5/13/2002,18.16,2.86,1.36,1119.65,61.65,391.49,8.23,13.35%,15.75%,18.08,-0.07,-0.02,,,,,,,,,,,,
845,5/14/2002,17.99,2.84,1.36,1115.1,61.98,392.64,8.2,13.23%,15.79%,18.07,-0.07,-0.02,,,,,,,,,,,,
846,5/15/2002,17.87,2.82,1.37,1107.8,61.99,392.84,8.09,13.04%,15.78%,18.07,-0.07,-0.02,,,,,,,,,,,,
847,5/16/2002,17.63,2.78,1.39,1092.8,61.99,393.09,7.86,12.68%,15.77%,18.06,-0.06,-0.02,,,,,,,,,,,,
848,5/17/2002,17.49,2.81,1.39,1090.65,62.36,388.13,7.85,12.58%,16.07%,18.04,-0.06,-0.02,,,,,,,,,,,,
849,5/20/2002,17.23,2.76,1.41,1074.35,62.35,389.26,7.62,12.22%,16.02%,18.01,-0.05,-0.02,,,,,,,,,,,,
850,5/21/2002,16.82,2.7,1.47,1049.2,62.38,388.59,7.14,11.44%,16.05%,17.97,-0.05,-0.02,,,,,,,,,,,,
851,5/22/2002,16.6,2.73,1.47,1045.3,62.97,382.89,7.11,11.29%,16.45%,17.93,-0.04,-0.03,,,,,,,,,,,,
852,5/23/2002,16.31,2.68,1.5,1026.75,62.95,383.12,6.85,10.87%,16.43%,17.87,-0.03,-0.03,,,,,,,,,,,,
853,5/24/2002,16.95,2.79,1.32,1067,62.95,382.44,8.08,12.84%,16.46%,17.83,-0.02,-0.02,,,,,,,,,,,,
854,5/27/2002,16.88,2.78,1.33,1062.7,62.96,382.27,7.99,12.69%,16.47%,17.8,-0.01,-0.02,,,,,,,,,,,,
855,5/28/2002,16.49,2.71,1.41,1038.2,62.96,383.1,7.36,11.70%,16.43%,17.76,0,-0.02,,,,,,,,,,,,
856,5/29/2002,16.54,2.72,1.44,1041.65,62.98,382.96,7.23,11.49%,16.44%,17.72,0.02,-0.02,,,,,,,,,,,,
857,5/30/2002,16.72,2.81,1.48,1032.15,61.73,367.31,6.97,11.30%,16.81%,17.68,0.02,-0.02,,,,,,,,,,,,
858,5/31/2002,16.19,3.07,1.39,1028.8,63.55,335.11,7.4,11.65%,18.96%,17.62,0.04,-0.02,,,,,,,,,,,,
859,6/3/2002,16.39,3.11,1.39,1039.75,63.44,334.32,7.48,11.79%,18.97%,17.58,0.06,-0.02,,,,,,,,,,,,
860,6/4/2002,16.48,3.13,1.38,1045.4,63.43,333.99,7.58,11.94%,18.99%,17.54,0.07,-0.02,,,,,,,,,,,,
861,6/5/2002,16.78,3.19,1.36,1064.2,63.42,333.61,7.83,12.34%,19.01%,17.51,0.09,-0.02,,,,,,,,,,,,
862,6/6/2002,16.42,3.21,1.36,1064.35,64.82,331.57,7.83,12.07%,19.55%,17.45,0.1,-0.01,,,,,,,,,,,,
863,6/7/2002,16.18,3.16,1.38,1048.8,64.82,331.9,7.6,11.72%,19.53%,17.39,0.11,-0.01,,,,,,,,,,,,
864,6/10/2002,16.51,3.23,1.35,1069.9,64.8,331.24,7.93,12.23%,19.56%,17.35,0.12,-0.01,,,,,,,,,,,,
865,6/11/2002,16.93,3.31,1.35,1097.05,64.8,331.44,8.13,12.54%,19.55%,17.32,0.12,-0.01,,,,,,,,,,,,
866,6/12/2002,16.87,3.3,1.39,1092.8,64.78,331.15,7.86,12.14%,19.56%,17.28,0.13,-0.01,,,,,,,,,,,,
867,6/13/2002,16.72,3.27,1.4,1082.85,64.76,331.15,7.73,11.94%,19.56%,17.25,0.14,-0.01,,,,,,,,,,,,
868,6/14/2002,16.74,3.3,1.31,1085.7,64.86,329,8.29,12.78%,19.71%,17.21,0.14,-0.01,,,,,,,,,,,,
869,6/17/2002,16.8,3.32,1.31,1088.9,64.82,327.98,8.31,12.82%,19.76%,17.19,0.14,0,,,,,,,,,,,,
870,6/18/2002,16.58,3.28,1.33,1074.95,64.83,327.73,8.08,12.47%,19.78%,17.15,0.14,0,,,,,,,,,,,,
871,6/19/2002,16.4,3.24,1.35,1062.9,64.81,328.06,7.87,12.15%,19.76%,17.1,0.14,0,,,,,,,,,,,,
872,6/20/2002,15.86,3.24,1.36,1070.05,67.47,330.26,7.87,11.66%,20.43%,17.03,0.15,0,,,,,,,,,,,,
873,6/21/2002,15.75,3.22,1.31,1062.55,67.46,329.98,8.11,12.02%,20.44%,16.97,0.16,0,,,,,,,,,,,,
874,6/24/2002,15.74,3.22,1.32,1061.85,67.46,329.77,8.04,11.92%,20.46%,16.89,0.17,0,,,,,,,,,,,,
875,6/25/2002,15.64,3.2,1.32,1055.4,67.48,329.81,8,11.85%,20.46%,16.81,0.17,0.01,,,,,,,,,,,,
876,6/26/2002,15.48,3.17,1.35,1044.2,67.45,329.4,7.73,11.47%,20.48%,16.72,0.18,0.01,,,,,,,,,,,,
877,6/27/2002,15.56,3.18,1.35,1048.55,67.39,329.73,7.77,11.53%,20.44%,16.64,0.18,0.01,,,,,,,,,,,,
878,6/28/2002,15.73,3.2,1.34,1057.8,67.25,330.56,7.89,11.74%,20.34%,16.57,0.18,0.01,,,,,,,,,,,,
879,7/1/2002,15.9,2.7,2,1068.95,67.23,395.91,5.34,7.95%,16.98%,16.51,0.18,0,,,,,,,,,,,,
880,7/2/2002,15.9,2.7,2,1068.05,67.17,395.57,5.34,7.95%,16.98%,16.45,0.18,-0.01,,,,,,,,,,,,
881,7/3/2002,15.9,2.7,2,1069.9,67.29,396.26,5.35,7.95%,16.98%,16.4,0.18,-0.02,,,,,,,,,,,,
882,7/4/2002,15.9,2.7,2,1070.55,67.33,396.5,5.35,7.95%,16.98%,16.35,0.18,-0.03,,,,,,,,,,,,
883,7/5/2002,16,2.7,2,1073.8,67.11,397.7,5.37,8.00%,16.88%,16.31,0.18,-0.03,,,,,,,,,,,,
884,7/8/2002,16.1,2.7,2,1082.05,67.21,400.76,5.41,8.05%,16.77%,16.29,0.17,-0.05,,,,,,,,,,,,
885,7/9/2002,16.1,2.7,2,1080.3,67.1,400.11,5.4,8.05%,16.77%,16.28,0.17,-0.06,,,,,,,,,,,,
886,7/10/2002,15.9,2.7,2,1071.7,67.4,396.93,5.36,7.95%,16.98%,16.27,0.17,-0.07,,,,,,,,,,,,
887,7/11/2002,15.7,2.6,2,1056.6,67.3,406.38,5.28,7.85%,16.56%,16.23,0.17,-0.07,,,,,,,,,,,,
888,7/12/2002,15.7,2.6,2,1058.25,67.4,407.02,5.29,7.85%,16.56%,16.19,0.16,-0.08,,,,,,,,,,,,
889,7/15/2002,15.6,2.6,2.1,1048,67.18,403.08,4.99,7.43%,16.67%,16.17,0.15,-0.09,,,,,,,,,,,,
890,7/16/2002,15.4,2.6,2.1,1035.95,67.27,398.44,4.93,7.33%,16.88%,16.13,0.15,-0.1,,,,,,,,,,,,
891,7/17/2002,15.4,2.6,2.1,1032.55,67.05,397.13,4.92,7.33%,16.88%,16.1,0.13,-0.11,,,,,,,,,,,,
892,7/18/2002,15.5,2.6,2.1,1041.3,67.18,400.5,4.96,7.38%,16.77%,16.08,0.12,-0.11,,,,,,,,,,,,
893,7/19/2002,15.4,2.6,2.1,1035.9,67.27,398.42,4.93,7.33%,16.88%,16.05,0.11,-0.12,,,,,,,,,,,,
894,7/22/2002,15.1,2.5,2.1,1012,67.02,404.8,4.82,7.19%,16.56%,16.01,0.1,-0.12,,,,,,,,,,,,
895,7/23/2002,15.2,2.6,2.1,1021.9,67.23,393.04,4.87,7.24%,17.11%,15.96,0.09,-0.13,,,,,,,,,,,,
896,7/24/2002,14.9,2.5,2.1,1004.05,67.39,401.62,4.78,7.10%,16.78%,15.91,0.08,-0.13,,,,,,,,,,,,
897,7/25/2002,14.9,2.5,2.2,1001.55,67.22,400.62,4.55,6.77%,16.78%,15.88,0.07,-0.13,,,,,,,,,,,,
898,7/26/2002,14.5,2.4,2.2,973.5,67.14,405.63,4.43,6.59%,16.55%,15.82,0.07,-0.13,,,,,,,,,,,,
899,7/29/2002,14.5,2.4,2.2,971.65,67.01,404.85,4.42,6.59%,16.55%,15.75,0.06,-0.13,,,,,,,,,,,,
900,7/30/2002,14.3,2.4,2.2,960.65,67.18,400.27,4.37,6.50%,16.78%,15.67,0.05,-0.13,,,,,,,,,,,,
901,7/31/2002,14.3,2.4,2.2,958.9,67.06,399.54,4.36,6.50%,16.78%,15.6,0.04,-0.13,,,,,,,,,,,,
902,8/1/2002,14.24,2.39,2.25,957.7,67.25,400.71,4.26,6.33%,16.78%,15.53,0.03,-0.13,,,,,,,,,,,,
903,8/2/2002,14.2,2.38,2.25,954.75,67.24,401.16,4.24,6.31%,16.76%,15.45,0.02,-0.12,,,,,,,,,,,,
904,8/5/2002,14.33,2.4,2.23,963.25,67.22,401.35,4.32,6.43%,16.75%,15.38,0,-0.12,,,,,,,,,,,,
905,8/6/2002,14.38,2.41,2.22,966.65,67.22,401.1,4.35,6.48%,16.76%,15.32,-0.01,-0.11,,,,,,,,,,,,
906,8/7/2002,14.41,2.42,2.22,969.1,67.25,400.45,4.37,6.49%,16.79%,15.28,-0.01,-0.11,,,,,,,,,,,,
907,8/8/2002,14.19,2.38,2.25,953.55,67.2,400.65,4.24,6.31%,16.77%,15.24,-0.01,-0.1,,,,,,,,,,,,
908,8/9/2002,14.31,2.4,2.23,961.95,67.22,400.81,4.31,6.42%,16.77%,15.19,0,-0.09,,,,,,,,,,,,
909,8/12/2002,14.43,2.93,2.13,969.85,67.21,331.01,4.55,6.77%,20.30%,15.16,0,-0.08,,,,,,,,,,,,
910,8/13/2002,14.52,2.95,2.12,976.05,67.22,330.86,4.6,6.85%,20.32%,15.13,0,-0.06,,,,,,,,,,,,
911,8/14/2002,14.43,2.93,2.16,969.65,67.2,330.94,4.49,6.68%,20.30%,15.1,0,-0.05,,,,,,,,,,,,
912,8/16/2002,14.57,2.96,2.16,979.25,67.21,330.83,4.53,6.75%,20.32%,15.06,0,-0.04,,,,,,,,,,,,
913,8/19/2002,14.58,2.96,2.16,979.85,67.21,331.03,4.54,6.75%,20.30%,15.02,0,-0.04,,,,,,,,,,,,
914,8/20/2002,14.71,2.99,2.14,988.55,67.2,330.62,4.62,6.87%,20.33%,14.99,0,-0.03,,,,,,,,,,,,
915,8/21/2002,14.71,2.98,2.14,988.45,67.2,331.69,4.62,6.87%,20.26%,14.95,0,-0.03,,,,,,,,,,,,
916,8/22/2002,14.66,2.98,2.04,985.7,67.24,330.77,4.83,7.19%,20.33%,14.92,0,-0.03,,,,,,,,,,,,
917,8/23/2002,14.81,3.01,2.02,995.2,67.2,330.63,4.93,7.33%,20.32%,14.88,0,-0.02,,,,,,,,,,,,
918,8/26/2002,14.86,3.02,1.98,998.85,67.22,330.75,5.04,7.51%,20.32%,14.85,0,-0.02,,,,,,,,,,,,
919,8/27/2002,14.7,2.99,2.01,987.7,67.19,330.33,4.91,7.31%,20.34%,14.8,0,-0.01,,,,,,,,,,,,
920,8/28/2002,14.67,2.98,2.01,985.7,67.19,330.77,4.9,7.30%,20.31%,14.77,0,-0.01,,,,,,,,,,,,
921,8/29/2002,14.69,2.99,2.02,987.25,67.21,330.18,4.89,7.27%,20.35%,14.74,0,0,,,,,,,,,,,,
922,8/30/2002,15.04,3.06,1.95,1010.6,67.19,330.26,5.18,7.71%,20.35%,14.72,0,0,,,,,,,,,,,,
923,9/2/2002,15.08,3.07,1.95,1013.5,67.21,330.13,5.2,7.73%,20.36%,14.7,0,0.01,,,,,,,,,,,,
924,9/3/2002,14.9,3.03,1.97,1001.1,67.19,330.4,5.08,7.56%,20.34%,14.69,0,0.01,,,,,,,,,,,,
925,9/4/2002,14.98,3.05,1.94,1006.95,67.22,330.15,5.19,7.72%,20.36%,14.68,0,0.01,,,,,,,,,,,,
926,9/5/2002,15.01,3.05,1.97,1008.6,67.2,330.69,5.12,7.62%,20.32%,14.66,0,0.02,,,,,,,,,,,,
927,9/6/2002,14.81,3.01,1.96,995.2,67.2,330.63,5.08,7.56%,20.32%,14.64,0,0.02,,,,,,,,,,,,
928,9/9/2002,14.86,3.02,1.84,998.55,67.2,330.65,5.43,8.08%,20.32%,14.64,0,0.03,,,,,,,,,,,,
929,9/11/2002,14.86,3.02,1.84,998.85,67.22,330.75,5.43,8.08%,20.32%,14.63,0,0.03,,,,,,,,,,,,
930,9/12/2002,14.9,2.5,2.15,1001.65,67.22,400.66,4.66,6.93%,16.78%,14.63,0,0.03,,,,,,,,,,,,
931,9/13/2002,14.76,2.48,2.17,992,67.21,400,4.57,6.80%,16.80%,14.62,0,0.03,,,,,,,,,,,,
932,9/16/2002,14.67,2.46,2.18,985.75,67.19,400.71,4.52,6.73%,16.77%,14.63,0,0.03,,,,,,,,,,,,
933,9/17/2002,14.8,2.48,2.16,994.9,67.22,401.17,4.61,6.85%,16.76%,14.64,0,0.03,,,,,,,,,,,,
934,9/18/2002,14.63,2.45,2.18,983.6,67.23,401.47,4.51,6.71%,16.75%,14.65,0,0.02,,,,,,,,,,,,
935,9/19/2002,14.52,2.44,2.2,976.05,67.22,400.02,4.44,6.60%,16.80%,14.65,0,0.02,,,,,,,,,,,,
936,9/20/2002,14.43,2.42,2.22,969.6,67.19,400.66,4.37,6.50%,16.77%,14.66,0,0.01,,,,,,,,,,,,
937,9/23/2002,14.44,2.42,2.21,970.3,67.2,400.95,4.39,6.53%,16.76%,14.67,0,0.01,,,,,,,,,,,,
938,9/24/2002,14.38,2.41,2.22,966.2,67.19,400.91,4.35,6.48%,16.76%,14.67,0,0.01,,,,,,,,,,,,
939,9/25/2002,14.43,2.42,2.22,970.05,67.22,400.85,4.37,6.50%,16.77%,14.67,0,0,,,,,,,,,,,,
940,9/26/2002,14.43,2.42,2.22,969.9,67.21,400.79,4.37,6.50%,16.77%,14.67,0,0,,,,,,,,,,,,
941,9/27/2002,14.53,2.44,2.2,976.45,67.2,400.18,4.44,6.60%,16.79%,14.68,0,-0.01,,,,,,,,,,,,
942,9/30/2002,14.33,2.4,2.23,963.15,67.21,401.31,4.32,6.43%,16.75%,14.68,0,-0.01,,,,,,,,,,,,
943,10/1/2002,14.21,2.38,2.25,955.2,67.22,401.34,4.25,6.32%,16.75%,14.67,0,-0.01,,,,,,,,,,,,
944,10/3/2002,14.11,2.37,2.27,948.2,67.2,400.08,4.18,6.22%,16.80%,14.66,0,-0.02,,,,,,,,,,,,
945,10/4/2002,14.11,2.37,2.27,948.2,67.2,400.08,4.18,6.22%,16.80%,14.65,0,-0.02,,,,,,,,,,,,
946,10/7/2002,14.21,2.38,2.25,954.75,67.19,401.16,4.24,6.32%,16.75%,14.64,0,-0.02,,,,,,,,,,,,
947,10/8/2002,14.3,2.4,2.24,960.8,67.19,400.33,4.29,6.38%,16.78%,14.63,0,-0.03,,,,,,,,,,,,
948,10/9/2002,14.21,2.38,2.25,954.75,67.19,401.16,4.24,6.32%,16.75%,14.62,0,-0.03,,,,,,,,,,,,
949,10/10/2002,14.22,2.38,2.25,958.45,67.4,402.71,4.26,6.32%,16.74%,14.6,0,-0.03,,,,,,,,,,,,
950,10/11/2002,14.4,2.42,2.22,971.05,67.43,401.26,4.37,6.49%,16.81%,14.6,0,-0.03,,,,,,,,,,,,
951,10/14/2002,14.42,2.42,2.22,972.45,67.44,401.84,4.38,6.50%,16.78%,14.59,0,-0.03,,,,,,,,,,,,
952,10/16/2002,14.44,2.42,2.21,973.6,67.42,402.31,4.41,6.53%,16.76%,14.57,0,-0.03,,,,,,,,,,,,
953,10/17/2002,14.44,2.42,2.21,973.3,67.4,402.19,4.4,6.53%,16.76%,14.57,0,-0.03,,,,,,,,,,,,
954,10/18/2002,14.41,2.42,2.22,971.65,67.43,401.51,4.38,6.49%,16.79%,14.56,0.01,-0.03,,,,,,,,,,,,
955,10/21/2002,14.35,2.41,2.23,967.35,67.41,401.39,4.34,6.43%,16.79%,14.55,0.01,-0.03,,,,,,,,,,,,
956,10/22/2002,14.28,2.39,2.24,962.5,67.4,402.72,4.3,6.38%,16.74%,14.53,0.01,-0.03,,,,,,,,,,,,
957,10/23/2002,14.2,2.38,2.25,957.35,67.42,402.25,4.25,6.31%,16.76%,14.5,0.01,-0.03,,,,,,,,,,,,
958,10/24/2002,14.05,2.36,2.28,946.9,67.4,401.23,4.15,6.16%,16.80%,14.47,0.01,-0.03,,,,,,,,,,,,
959,10/25/2002,13.83,2.32,2.31,932.2,67.4,401.81,4.04,5.99%,16.78%,14.44,0.01,-0.02,,,,,,,,,,,,
960,10/28/2002,14.03,2.35,2.28,922.7,65.77,392.64,4.05,6.15%,16.75%,14.41,0,-0.02,,,,,,,,,,,,
961,10/29/2002,14.25,2.39,2.24,936.9,65.75,392.01,4.18,6.36%,16.77%,14.4,-0.01,-0.02,,,,,,,,,,,,
962,10/30/2002,14.26,2.39,2.24,937.75,65.76,392.36,4.19,6.37%,16.76%,14.38,-0.01,-0.02,,,,,,,,,,,,
963,10/31/2002,14.47,2.43,2.21,951.4,65.75,391.52,4.3,6.55%,16.79%,14.37,-0.02,-0.01,,,,,,,,,,,,
964,11/1/2002,14.47,2.43,2.21,951.45,65.75,391.54,4.31,6.55%,16.79%,14.35,-0.03,-0.01,,,,,,,,,,,,
965,11/4/2002,14.63,2.45,2.19,962.1,65.76,392.69,4.39,6.68%,16.75%,14.35,-0.03,-0.01,,,,,,,,,,,,
966,11/5/2002,14.63,2.45,2.19,962.3,65.78,392.78,4.39,6.68%,16.75%,14.35,-0.04,-0.01,,,,,,,,,,,,
967,11/7/2002,14.61,2.45,2.19,960.7,65.76,392.12,4.39,6.67%,16.77%,14.34,-0.04,0,,,,,,,,,,,,
968,11/8/2002,14.55,2.44,2.2,956.95,65.77,392.19,4.35,6.61%,16.77%,14.34,-0.05,0,,,,,,,,,,,,
969,11/11/2002,14.51,2.43,2.2,954.05,65.75,392.61,4.34,6.60%,16.75%,14.34,-0.05,0,,,,,,,,,,,,
970,11/12/2002,14.6,2.45,2.19,959.85,65.74,391.78,4.38,6.67%,16.78%,14.35,-0.06,0,,,,,,,,,,,,
971,11/13/2002,14.64,2.46,2.18,962.65,65.75,391.32,4.42,6.72%,16.80%,14.35,-0.06,0,,,,,,,,,,,,
972,11/14/2002,14.78,2.48,2.16,971.9,65.76,391.9,4.5,6.84%,16.78%,14.36,-0.06,0,,,,,,,,,,,,
973,11/15/2002,15.06,2.53,2.12,990.35,65.76,391.44,4.67,7.10%,16.80%,14.38,-0.06,0,,,,,,,,,,,,
974,11/18/2002,15.16,2.54,2.11,996.85,65.76,392.46,4.72,7.18%,16.75%,14.4,-0.07,0.01,,,,,,,,,,,,
975,11/20/2002,15.23,2.55,2.1,1001.6,65.76,392.78,4.77,7.25%,16.74%,14.42,-0.07,0.01,,,,,,,,,,,,
976,11/21/2002,15.34,2.57,2.08,1008.75,65.76,392.51,4.85,7.38%,16.75%,14.45,-0.07,0.01,,,,,,,,,,,,
977,11/22/2002,13.84,2.23,2.57,1020.15,73.71,457.47,3.97,5.39%,16.11%,14.44,-0.03,0.01,,,,,,,,,,,,
978,11/25/2002,13.92,2.24,2.55,1026.2,73.72,458.13,4.02,5.46%,16.09%,14.44,0.01,0.01,,,,,,,,,,,,
979,11/26/2002,14.05,2.27,2.53,1036.15,73.75,456.45,4.1,5.55%,16.16%,14.44,0.05,0,,,,,,,,,,,,
980,11/27/2002,13.98,2.26,2.54,1031.1,73.76,456.24,4.06,5.50%,16.17%,14.43,0.08,0,,,,,,,,,,,,
981,11/28/2002,14.24,2.3,2.5,1049.7,73.71,456.39,4.2,5.70%,16.15%,14.43,0.11,0,,,,,,,,,,,,
982,11/29/2002,14.24,2.3,2.49,1050.15,73.75,456.59,4.22,5.72%,16.15%,14.43,0.14,0,,,,,,,,,,,,
983,12/2/2002,14.48,2.34,2.45,1067.9,73.75,456.37,4.36,5.91%,16.16%,14.44,0.17,0,,,,,,,,,,,,
984,12/3/2002,14.31,2.31,2.48,1055,73.72,456.71,4.25,5.77%,16.14%,14.43,0.2,0,,,,,,,,,,,,
985,12/4/2002,14.06,2.27,2.53,1036.4,73.71,456.56,4.1,5.56%,16.15%,14.42,0.22,0,,,,,,,,,,,,
986,12/5/2002,14.19,2.29,2.5,1045.95,73.71,456.75,4.18,5.68%,16.14%,14.41,0.24,0,,,,,,,,,,,,
987,12/6/2002,14.51,2.34,2.45,1069.8,73.73,457.18,4.37,5.92%,16.13%,14.42,0.27,0,,,,,,,,,,,,
988,12/9/2002,14.36,2.32,2.47,1058.65,73.72,456.31,4.29,5.81%,16.16%,14.42,0.28,0,,,,,,,,,,,,
989,12/10/2002,14.43,2.33,2.46,1063.7,73.71,456.52,4.32,5.87%,16.15%,14.42,0.3,0,,,,,,,,,,,,
990,12/11/2002,14.51,2.34,2.45,1069.75,73.73,457.16,4.37,5.92%,16.13%,14.42,0.32,0,,,,,,,,,,,,
991,12/12/2002,14.61,2.36,2.43,1077,73.72,456.36,4.43,6.01%,16.15%,14.44,0.33,0,,,,,,,,,,,,
992,12/13/2002,14.73,2.38,2.41,1086.2,73.74,456.39,4.51,6.11%,16.16%,14.46,0.34,0,,,,,,,,,,,,
993,12/16/2002,14.63,2.36,2.43,1078.45,73.71,456.97,4.44,6.02%,16.13%,14.48,0.35,0,,,,,,,,,,,,
994,12/17/2002,14.56,2.35,2.44,1073.25,73.71,456.7,4.4,5.97%,16.14%,14.5,0.35,0,,,,,,,,,,,,
995,12/18/2002,14.62,2.36,2.43,1077.95,73.73,456.76,4.44,6.02%,16.14%,14.51,0.35,0,,,,,,,,,,,,
996,12/19/2002,14.59,2.35,2.43,1076,73.75,457.87,4.43,6.00%,16.11%,14.52,0.34,0,,,,,,,,,,,,
997,12/20/2002,14.64,2.36,2.43,1079.3,73.72,457.33,4.44,6.02%,16.12%,14.52,0.33,0,,,,,,,,,,,,
998,12/23/2002,14.59,2.35,2.43,1076,73.75,457.87,4.43,6.00%,16.11%,14.52,0.32,0,,,,,,,,,,,,
999,12/24/2002,14.72,2.37,2.41,1085,73.71,457.81,4.5,6.11%,16.10%,14.53,0.31,0,,,,,,,,,,,,
1000,12/26/2002,14.85,2.39,2.39,1094.8,73.72,458.08,4.58,6.21%,16.09%,14.53,0.29,0,,,,,,,,,,,,
1001,12/27/2002,14.9,2.4,2.39,1098.4,73.72,457.67,4.6,6.23%,16.11%,14.54,0.27,0,,,,,,,,,,,,
1002,12/30/2002,14.81,2.39,2.4,1091.95,73.73,456.88,4.55,6.17%,16.14%,14.55,0.25,0,,,,,,,,,,,,
1003,12/31/2002,14.83,2.39,2.4,1093.5,73.74,457.53,4.56,6.18%,16.12%,14.56,0.23,0,,,,,,,,,,,,
1004,1/1/2003,14.92,2.41,2.38,1100.15,73.74,456.49,4.62,6.27%,16.15%,14.57,0.2,0,,,,,,,,,,,,
1005,1/2/2003,14.82,2.39,2.4,1093.05,73.76,457.34,4.55,6.18%,16.13%,14.57,0.18,0,,,,,,,,,,,,
1006,1/3/2003,14.78,2.38,2.4,1089.6,73.72,457.82,4.54,6.16%,16.10%,14.57,0.15,0.01,,,,,,,,,,,,
1007,1/6/2003,14.71,2.37,2.42,1084.35,73.72,457.53,4.48,6.08%,16.11%,14.56,0.11,0.01,,,,,,,,,,,,
1008,1/7/2003,14.67,2.37,2.42,1081.8,73.74,456.46,4.47,6.06%,16.16%,14.55,0.08,0.01,,,,,,,,,,,,
1009,1/8/2003,14.77,2.38,2.41,1089.35,73.75,457.71,4.52,6.13%,16.11%,14.54,0.04,0.01,,,,,,,,,,,,
1010,1/9/2003,14.88,2.4,2.39,1097.35,73.75,457.23,4.59,6.23%,16.13%,14.52,0,0.02,,,,,,,,,,,,
1011,1/10/2003,14.65,2.36,2.43,1080.25,73.74,457.73,4.45,6.03%,16.11%,14.55,0,0.01,,,,,,,,,,,,
1012,1/13/2003,14.56,2.35,2.44,1073.75,73.75,456.91,4.4,5.97%,16.14%,14.56,0,0.01,,,,,,,,,,,,
1013,1/14/2003,14.63,2.36,2.43,1078.95,73.75,457.18,4.44,6.02%,16.13%,14.58,0,0.01,,,,,,,,,,,,
1014,1/15/2003,14.72,2.37,2.41,1085,73.71,457.81,4.5,6.11%,16.10%,14.6,0,0.01,,,,,,,,,,,,
1015,1/16/2003,14.76,2.38,2.41,1088.35,73.74,457.29,4.52,6.12%,16.12%,14.62,0,0.01,,,,,,,,,,,,
1016,1/17/2003,14.74,2.38,2.41,1086.5,73.71,456.51,4.51,6.12%,16.15%,14.63,0,0.01,,,,,,,,,,,,
1017,1/20/2003,14.6,2.35,2.43,1076.35,73.72,458.02,4.43,6.01%,16.10%,14.64,0,0.01,,,,,,,,,,,,
1018,1/21/2003,14.62,2.36,2.43,1077.9,73.73,456.74,4.44,6.02%,16.14%,14.65,0,0.01,,,,,,,,,,,,
1019,1/22/2003,14.69,2.37,2.42,1082.9,73.72,456.92,4.47,6.07%,16.13%,14.66,0,0,,,,,,,,,,,,
1020,1/23/2003,14.52,2.34,2.45,1070.9,73.75,457.65,4.37,5.93%,16.12%,14.67,0,0,,,,,,,,,,,,
1021,1/24/2003,14.32,2.31,2.48,1056.05,73.75,457.16,4.26,5.77%,16.13%,14.67,0,0,,,,,,,,,,,,
1022,1/27/2003,14.07,2.27,2.52,1037.65,73.75,457.11,4.12,5.58%,16.13%,14.66,0,0,,,,,,,,,,,,
1023,1/28/2003,14.19,2.29,2.5,1046.2,73.73,456.86,4.18,5.68%,16.14%,14.65,0,0,,,,,,,,,,,,
1024,1/29/2003,14.07,2.27,2.53,1037.2,73.72,456.92,4.1,5.56%,16.13%,14.64,0,-0.01,,,,,,,,,,,,
1025,1/30/2003,14.03,2.26,2.53,1034.6,73.74,457.79,4.09,5.55%,16.11%,14.62,0,-0.01,,,,,,,,,,,,
1026,1/31/2003,14.13,2.28,2.51,1041.85,73.73,456.95,4.15,5.63%,16.14%,14.61,0,-0.01,,,,,,,,,,,,
1027,2/3/2003,14.31,2.31,2.48,1055.3,73.75,456.84,4.26,5.77%,16.14%,14.6,0,-0.01,,,,,,,,,,,,
1028,2/4/2003,14.31,2.31,2.48,1054.8,73.71,456.62,4.25,5.77%,16.14%,14.59,0,-0.01,,,,,,,,,,,,
1029,2/5/2003,14.21,2.29,2.5,1047.4,73.71,457.38,4.19,5.68%,16.12%,14.58,0,-0.01,,,,,,,,,,,,
1030,2/6/2003,14.42,2.33,2.46,1063.6,73.76,456.48,4.32,5.86%,16.16%,14.57,0,-0.01,,,,,,,,,,,,
1031,2/7/2003,14.34,2.31,2.48,1057.5,73.74,457.79,4.26,5.78%,16.11%,14.56,0,-0.01,,,,,,,,,,,,
