,Date,P/E,P/B,Div Yield,Nifty,Earnings,Book Value,Dividend,D/E,E/B,50- TPE,Earning growth,DIV GROWTH,,,,,,,,,,,,
3177,9/14/2011,18.1,2.96,1.51,5012.55,276.94,1693.43,33.2,11.99%,16.35%,18.46,-0.02,-0.37,,,,,,,,,,,,
3178,9/15/2011,18.33,3,1.49,5075.7,276.91,1691.9,34.07,12.30%,16.37%,18.41,-0.03,-0.34,,,,,,,,,,,,
3179,9/16/2011,18.36,3,1.49,5084.25,276.92,1694.75,34.12,12.32%,16.34%,18.36,-0.03,-0.31,,,,,,,,,,,,
3180,9/19/2011,18.17,2.97,1.51,5031.95,276.94,1694.26,33.32,12.03%,16.35%,18.31,-0.04,-0.29,,,,,,,,,,,,
3181,9/20/2011,18.56,3.04,1.48,5140.2,276.95,1690.86,34.73,12.54%,16.38%,18.27,-0.04,-0.25,,,,,,,,,,,,
3182,9/21/2011,18.54,3.03,1.48,5133.25,276.87,1694.14,34.68,12.53%,16.34%,18.23,-0.04,-0.21,,,,,,,,,,,,
3183,9/22/2011,17.78,2.91,1.54,4923.65,276.92,1691.98,31.97,11.55%,16.37%,18.18,-0.04,-0.19,,,,,,,,,,,,
3184,9/23/2011,17.58,2.87,1.56,4867.75,276.89,1696.08,31.2,11.27%,16.33%,18.13,-0.03,-0.16,,,,,,,,,,,,
3185,9/26/2011,17.46,2.86,1.57,4835.4,276.94,1690.7,30.8,11.12%,16.38%,18.08,-0.03,-0.14,,,,,,,,,,,,
3186,9/27/2011,17.95,2.94,1.53,4971.25,276.95,1690.9,32.49,11.73%,16.38%,18.05,-0.03,-0.12,,,,,,,,,,,,
3187,9/28/2011,17.86,2.92,1.53,4945.9,276.93,1693.8,32.33,11.67%,16.35%,18.03,-0.03,-0.11,,,,,,,,,,,,
3188,9/29/2011,18.11,2.96,1.51,5015.45,276.94,1694.41,33.21,11.99%,16.34%,18.03,-0.02,-0.09,,,,,,,,,,,,
3189,9/30/2011,17.85,2.92,1.53,4943.25,276.93,1692.89,32.31,11.67%,16.36%,18.01,-0.02,-0.06,,,,,,,,,,,,
3190,10/3/2011,17.51,2.86,1.56,4849.5,276.96,1695.63,31.09,11.22%,16.33%,17.98,-0.01,-0.05,,,,,,,,,,,,
3191,10/4/2011,17.23,2.82,1.59,4772.15,276.97,1692.25,30.01,10.84%,16.37%,17.95,-0.01,-0.04,,,,,,,,,,,,
3192,10/5/2011,17.16,2.81,1.6,4751.3,276.88,1690.85,29.7,10.73%,16.38%,17.92,0,-0.03,,,,,,,,,,,,
3193,10/7/2011,17.65,2.89,1.55,4888.05,276.94,1691.37,31.54,11.39%,16.37%,17.91,0,-0.01,,,,,,,,,,,,
3194,10/10/2011,18.03,2.99,1.51,4979.6,276.18,1665.42,32.98,11.94%,16.58%,17.91,-0.01,-0.01,,,,,,,,,,,,
3195,10/11/2011,18.01,2.98,1.52,4974.35,276.2,1669.24,32.73,11.85%,16.55%,17.93,-0.01,-0.02,,,,,,,,,,,,
3196,10/12/2011,18.43,3.06,1.48,5099.4,276.69,1666.47,34.46,12.45%,16.60%,17.95,-0.01,-0.01,,,,,,,,,,,,
3197,10/13/2011,18.35,3.04,1.49,5077.85,276.72,1670.35,34.08,12.32%,16.57%,17.96,-0.01,-0.01,,,,,,,,,,,,
3198,10/14/2011,18.55,3.08,1.47,5132.3,276.67,1666.33,34.91,12.62%,16.60%,17.99,-0.01,0,,,,,,,,,,,,
3199,10/17/2011,18.5,3.07,1.47,5118.25,276.66,1667.18,34.82,12.59%,16.59%,18.02,-0.01,0,,,,,,,,,,,,
3200,10/18/2011,18,3.02,1.5,5037.5,279.86,1668.05,33.58,12.00%,16.78%,18.04,0,-0.01,,,,,,,,,,,,
3201,10/19/2011,18.36,3.08,1.47,5139.15,279.91,1668.56,34.96,12.49%,16.78%,18.06,0.02,-0.01,,,,,,,,,,,,
3202,10/20/2011,18.14,3.05,1.48,5091.9,280.7,1669.48,34.4,12.26%,16.81%,18.07,0.04,0,,,,,,,,,,,,
3203,10/21/2011,17.99,3.03,1.49,5049.95,280.71,1666.65,33.89,12.07%,16.84%,18.06,0.05,0,,,,,,,,,,,,
3204,10/24/2011,18.1,3.06,1.48,5098.35,281.68,1666.13,34.45,12.23%,16.91%,18.06,0.07,0.01,,,,,,,,,,,,
3205,10/25/2011,18.39,3.11,1.45,5191.6,282.31,1669.32,35.8,12.68%,16.91%,18.06,0.1,0.03,,,,,,,,,,,,
3206,10/26/2011,18.43,3.12,1.45,5201.8,282.25,1667.24,35.87,12.71%,16.93%,18.06,0.12,0.05,,,,,,,,,,,,
3207,10/28/2011,19.03,3.21,1.41,5360.7,281.7,1670,38.02,13.50%,16.87%,18.07,0.13,0.08,,,,,,,,,,,,
3208,10/31/2011,18.9,3.19,1.42,5326.6,281.83,1669.78,37.51,13.31%,16.88%,18.09,0.15,0.1,,,,,,,,,,,,
3209,11/1/2011,19.04,3.15,1.43,5257.95,276.15,1669.19,36.77,13.31%,16.54%,18.13,0.13,0.11,,,,,,,,,,,,
3210,11/2/2011,19.04,3.15,1.43,5258.45,276.18,1669.35,36.77,13.31%,16.54%,18.16,0.12,0.12,,,,,,,,,,,,
3211,11/3/2011,19.06,3.16,1.43,5265.75,276.27,1666.38,36.82,13.33%,16.58%,18.19,0.11,0.13,,,,,,,,,,,,
3212,11/4/2011,19.21,3.17,1.43,5284.2,275.08,1666.94,36.95,13.43%,16.50%,18.22,0.09,0.15,,,,,,,,,,,,
3213,11/8/2011,19.11,3.17,1.43,5289.35,276.78,1668.56,36.99,13.36%,16.59%,18.24,0.08,0.17,,,,,,,,,,,,
3214,11/9/2011,18.78,3.13,1.44,5221.05,278.01,1668.07,36.26,13.04%,16.67%,18.26,0.07,0.18,,,,,,,,,,,,
3215,11/11/2011,18.61,3.1,1.46,5168.85,277.75,1667.37,35.4,12.75%,16.66%,18.26,0.07,0.19,,,,,,,,,,,,
3216,11/14/2011,18.59,3.09,1.47,5148.35,276.94,1666.13,35.02,12.65%,16.62%,18.26,0.06,0.19,,,,,,,,,,,,
3217,11/15/2011,18.35,3.04,1.49,5068.5,276.21,1667.27,34.02,12.32%,16.57%,18.28,0.04,0.18,,,,,,,,,,,,
3218,11/16/2011,18.21,3.02,1.5,5030.45,276.25,1665.71,33.54,12.14%,16.58%,18.29,0.03,0.16,,,,,,,,,,,,
3219,11/17/2011,17.87,2.96,1.53,4934.75,276.15,1667.15,32.25,11.68%,16.56%,18.31,0.01,0.13,,,,,,,,,,,,
3220,11/18/2011,17.76,2.94,1.54,4905.8,276.23,1668.64,31.86,11.53%,16.55%,18.3,0,0.11,,,,,,,,,,,,
3221,11/21/2011,17.3,2.87,1.58,4778.35,276.21,1664.93,30.24,10.95%,16.59%,18.28,-0.01,0.08,,,,,,,,,,,,
3222,11/22/2011,17.42,2.89,1.57,4812.35,276.25,1665.17,30.65,11.10%,16.59%,18.26,-0.03,0.06,,,,,,,,,,,,
3223,11/23/2011,17.04,2.82,1.6,4706.45,276.2,1668.95,29.42,10.65%,16.55%,18.24,-0.04,0.02,,,,,,,,,,,,
3224,11/24/2011,17.22,2.85,1.59,4756.45,276.22,1668.93,29.91,10.83%,16.55%,18.23,-0.05,-0.01,,,,,,,,,,,,
3225,11/25/2011,17.05,2.82,1.6,4710.05,276.25,1670.23,29.44,10.66%,16.54%,18.23,-0.06,-0.06,,,,,,,,,,,,
3226,11/28/2011,17.56,2.91,1.55,4851.3,276.27,1667.11,31.3,11.33%,16.57%,18.24,-0.07,-0.09,,,,,,,,,,,,
3227,11/29/2011,17.4,2.87,1.57,4805.1,276.16,1674.25,30.61,11.08%,16.49%,18.23,-0.09,-0.12,,,,,,,,,,,,
3228,11/30/2011,17.49,2.89,1.56,4832.05,276.28,1671.99,30.97,11.21%,16.52%,18.21,-0.1,-0.15,,,,,,,,,,,,
3229,12/1/2011,17.87,2.95,1.53,4936.85,276.26,1673.51,32.27,11.68%,16.51%,18.21,-0.12,-0.16,,,,,,,,,,,,
3230,12/2/2011,18.28,3.01,1.49,5050.15,276.27,1677.79,33.89,12.27%,16.47%,18.21,-0.13,-0.16,,,,,,,,,,,,
3231,12/5/2011,18.24,3.01,1.5,5039.15,276.27,1674.14,33.59,12.16%,16.50%,18.2,-0.14,-0.16,,,,,,,,,,,,
3232,12/7/2011,18.33,3.02,1.49,5062.6,276.19,1676.36,33.98,12.30%,16.48%,18.2,-0.15,-0.15,,,,,,,,,,,,
3233,12/8/2011,17.9,2.95,1.53,4943.65,276.18,1675.81,32.31,11.70%,16.48%,18.18,-0.17,-0.16,,,,,,,,,,,,
3234,12/9/2011,17.62,2.9,1.55,4866.7,276.2,1678.17,31.4,11.37%,16.46%,18.17,-0.16,-0.17,,,,,,,,,,,,
3235,12/12/2011,17.25,2.84,1.58,4764.6,276.21,1677.68,30.16,10.92%,16.46%,18.13,-0.16,-0.18,,,,,,,,,,,,
3236,12/13/2011,17.38,2.87,1.57,4800.6,276.21,1672.68,30.58,11.07%,16.51%,18.11,-0.14,-0.19,,,,,,,,,,,,
3237,12/14/2011,17.25,2.84,1.58,4763.25,276.13,1677.2,30.15,10.92%,16.46%,18.09,-0.13,-0.21,,,,,,,,,,,,
3238,12/15/2011,17.19,2.83,1.59,4746.35,276.11,1677.16,29.85,10.81%,16.46%,18.06,-0.11,-0.22,,,,,,,,,,,,
3239,12/16/2011,16.84,2.78,1.62,4651.6,276.22,1673.24,28.71,10.40%,16.51%,18.02,-0.09,-0.23,,,,,,,,,,,,
3240,12/19/2011,16.71,2.75,1.64,4613.1,276.07,1677.49,28.13,10.19%,16.46%,17.97,-0.06,-0.24,,,,,,,,,,,,
3241,12/20/2011,16.46,2.71,1.66,4544.2,276.08,1676.83,27.37,9.92%,16.46%,17.89,-0.04,-0.24,,,,,,,,,,,,
3242,12/21/2011,17,2.8,1.61,4693.15,276.07,1676.13,29.15,10.56%,16.47%,17.84,-0.01,-0.23,,,,,,,,,,,,
3243,12/22/2011,17.14,2.83,1.59,4733.85,276.19,1672.74,29.77,10.78%,16.51%,17.78,-0.01,-0.22,,,,,,,,,,,,
3244,12/23/2011,17.07,2.81,1.6,4714,276.16,1677.58,29.46,10.67%,16.46%,17.72,-0.02,-0.2,,,,,,,,,,,,
3245,12/26/2011,17.31,2.85,1.58,4779,276.08,1676.84,30.25,10.96%,16.46%,17.67,-0.02,-0.19,,,,,,,,,,,,
3246,12/27/2011,17.2,2.84,1.59,4750.5,276.19,1672.71,29.88,10.82%,16.51%,17.61,-0.02,-0.17,,,,,,,,,,,,
3247,12/28/2011,17.04,2.81,1.6,4705.8,276.16,1674.66,29.41,10.65%,16.49%,17.55,-0.02,-0.15,,,,,,,,,,,,
3248,12/29/2011,16.83,2.77,1.62,4646.25,276.07,1677.35,28.68,10.39%,16.46%,17.49,-0.01,-0.13,,,,,,,,,,,,
3249,12/30/2011,16.75,2.76,1.63,4624.3,276.08,1675.47,28.37,10.28%,16.48%,17.44,-0.01,-0.12,,,,,,,,,,,,
3250,1/2/2012,16.79,2.77,1.63,4636.75,276.16,1673.92,28.45,10.30%,16.50%,17.39,0,-0.11,,,,,,,,,,,,
3251,1/3/2012,17.26,2.82,1.6,4765.3,276.09,1689.82,29.78,10.79%,16.34%,17.35,0,-0.1,,,,,,,,,,,,
3252,1/4/2012,17.2,2.81,1.6,4749.65,276.14,1690.27,29.69,10.75%,16.34%,17.32,0,-0.08,,,,,,,,,,,,
3253,1/5/2012,17.2,2.8,1.6,4749.95,276.16,1696.41,29.69,10.75%,16.28%,17.3,0,-0.08,,,,,,,,,,,,
3254,1/6/2012,17.22,2.8,1.6,4754.1,276.08,1697.89,29.71,10.76%,16.26%,17.29,0,-0.07,,,,,,,,,,,,
3255,1/7/2012,17.19,2.8,1.6,4746.9,276.14,1695.32,29.67,10.74%,16.29%,17.29,0,-0.07,,,,,,,,,,,,
3256,1/9/2012,17.18,2.79,1.6,4742.8,276.07,1699.93,29.64,10.74%,16.24%,17.28,0,-0.08,,,,,,,,,,,,
3257,1/10/2012,17.56,2.86,1.57,4849.55,276.17,1695.65,30.89,11.18%,16.29%,17.29,0,-0.08,,,,,,,,,,,,
3258,1/11/2012,17.61,2.86,1.57,4860.95,276.03,1699.63,30.96,11.22%,16.24%,17.31,0,-0.07,,,,,,,,,,,,
3259,1/12/2012,17.5,2.85,1.58,4831.25,276.07,1695.18,30.58,11.08%,16.29%,17.32,0,-0.08,,,,,,,,,,,,
3260,1/13/2012,17.5,2.87,1.56,4866,278.06,1695.47,31.19,11.22%,16.40%,17.32,0.01,-0.07,,,,,,,,,,,,
3261,1/16/2012,17.53,2.87,1.56,4873.9,278.03,1698.22,31.24,11.24%,16.37%,17.32,0.01,-0.06,,,,,,,,,,,,
3262,1/17/2012,17.85,2.92,1.53,4967.3,278.28,1701.13,32.47,11.67%,16.36%,17.33,0.02,-0.04,,,,,,,,,,,,
3263,1/18/2012,17.81,2.9,1.54,4955.8,278.26,1708.9,32.18,11.56%,16.28%,17.33,0.03,-0.02,,,,,,,,,,,,
3264,1/19/2012,18.03,2.94,1.53,5018.4,278.34,1706.94,32.8,11.78%,16.31%,17.32,0.04,0.01,,,,,,,,,,,,
3265,1/20/2012,18.14,2.96,1.52,5048.6,278.31,1705.61,33.21,11.93%,16.32%,17.32,0.05,0.04,,,,,,,,,,,,
3266,1/23/2012,18.14,2.96,1.52,5046.25,278.18,1704.81,33.2,11.93%,16.32%,17.31,0.06,0.07,,,,,,,,,,,,
3267,1/24/2012,18.28,3.01,1.49,5127.35,280.49,1703.44,34.41,12.27%,16.47%,17.32,0.08,0.11,,,,,,,,,,,,
3268,1/25/2012,18.38,2.99,1.51,5158.3,280.65,1725.18,34.16,12.17%,16.27%,17.35,0.09,0.13,,,,,,,,,,,,
3269,1/27/2012,18.55,3.02,1.49,5204.7,280.58,1723.41,34.93,12.45%,16.28%,17.39,0.11,0.15,,,,,,,,,,,,
3270,1/30/2012,18.13,2.95,1.53,5087.3,280.6,1724.51,33.25,11.85%,16.27%,17.41,0.12,0.17,,,,,,,,,,,,
3271,1/31/2012,18.53,3.02,1.49,5199.25,280.59,1721.61,34.89,12.44%,16.30%,17.44,0.14,0.18,,,,,,,,,,,,
3272,2/1/2012,18.66,3.04,1.48,5235.7,280.58,1722.27,35.38,12.61%,16.29%,17.49,0.15,0.2,,,,,,,,,,,,
3273,2/2/2012,18.77,3.06,1.47,5269.9,280.76,1722.19,35.85,12.77%,16.30%,17.54,0.16,0.22,,,,,,,,,,,,
3274,2/3/2012,18.97,3.03,1.48,5325.85,280.75,1757.71,35.99,12.82%,15.97%,17.61,0.17,0.22,,,,,,,,,,,,
3275,2/6/2012,19.13,3.05,1.47,5361.65,280.27,1757.92,36.47,13.01%,15.94%,17.69,0.17,0.23,,,,,,,,,,,,
3276,2/7/2012,19.02,3.04,1.47,5335.15,280.5,1754.98,36.29,12.94%,15.98%,17.75,0.18,0.24,,,,,,,,,,,,
3277,2/8/2012,19.14,3.04,1.48,5368.15,280.47,1765.84,36.27,12.93%,15.88%,17.81,0.18,0.25,,,,,,,,,,,,
3278,2/9/2012,19.3,3.06,1.45,5412.35,280.43,1768.74,37.33,13.31%,15.85%,17.87,0.19,0.26,,,,,,,,,,,,
3279,2/10/2012,19,3.02,1.47,5381.6,283.24,1781.99,36.61,12.93%,15.89%,17.92,0.2,0.27,,,,,,,,,,,,
3280,2/13/2012,18.94,3.03,1.47,5390.2,284.59,1778.94,36.67,12.88%,16.00%,17.97,0.22,0.28,,,,,,,,,,,,
3281,2/14/2012,18.95,3.04,1.46,5416.05,285.81,1781.6,37.1,12.98%,16.04%,18.03,0.24,0.29,,,,,,,,,,,,
3282,2/15/2012,19.35,3.11,1.43,5531.95,285.89,1778.76,38.68,13.53%,16.07%,18.1,0.26,0.29,,,,,,,,,,,,
3283,2/16/2012,19.34,3.1,1.43,5521.95,285.52,1781.27,38.62,13.52%,16.03%,18.18,0.28,0.29,,,,,,,,,,,,
3284,2/17/2012,19.49,3.12,1.42,5564.3,285.5,1783.43,39.19,13.73%,16.01%,18.26,0.29,0.3,,,,,,,,,,,,
3285,2/21/2012,19.64,3.16,1.41,5607.15,285.5,1774.41,39.77,13.93%,16.09%,18.33,0.3,0.31,,,,,,,,,,,,
3286,2/22/2012,19.29,3.1,1.44,5505.35,285.4,1775.92,38.23,13.40%,16.07%,18.39,0.31,0.3,,,,,,,,,,,,
3287,2/23/2012,19.21,3.09,1.44,5483.3,285.44,1774.53,38.08,13.34%,16.09%,18.45,0.31,0.3,,,,,,,,,,,,
3288,2/24/2012,19.02,3.06,1.46,5429.3,285.45,1774.28,37.19,13.03%,16.09%,18.5,0.32,0.28,,,,,,,,,,,,
3289,2/27/2012,18.5,2.98,1.5,5281.2,285.47,1772.21,35.21,12.33%,16.11%,18.54,0.31,0.26,,,,,,,,,,,,
3290,2/28/2012,19.05,3.03,1.47,5375.5,282.18,1774.09,36.57,12.96%,15.91%,18.6,0.29,0.24,,,,,,,,,,,,
3291,2/29/2012,19.09,3.04,1.47,5385.2,282.1,1771.45,36.63,12.99%,15.92%,18.64,0.27,0.22,,,,,,,,,,,,
3292,3/1/2012,18.92,3.01,1.48,5339.75,282.23,1774,36.08,12.78%,15.91%,18.68,0.25,0.2,,,,,,,,,,,,
3293,3/2/2012,18.99,3.04,1.48,5359.35,282.22,1762.94,36.21,12.83%,16.01%,18.72,0.22,0.18,,,,,,,,,,,,
3294,3/3/2012,18.99,3.04,1.48,5359.4,282.22,1762.96,36.21,12.83%,16.01%,18.77,0.2,0.16,,,,,,,,,,,,
3295,3/5/2012,18.71,2.99,1.5,5280.35,282.22,1766,35.2,12.47%,15.98%,18.8,0.18,0.13,,,,,,,,,,,,
3296,3/6/2012,18.51,2.96,1.52,5222.4,282.14,1764.32,34.36,12.18%,15.99%,18.82,0.16,0.11,,,,,,,,,,,,
3297,3/7/2012,18.5,2.96,1.52,5220.45,282.19,1763.67,34.35,12.17%,16.00%,18.84,0.14,0.08,,,,,,,,,,,,
3298,3/9/2012,18.9,3.02,1.48,5333.55,282.2,1766.08,36.04,12.77%,15.98%,18.87,0.12,0.06,,,,,,,,,,,,
3299,3/12/2012,18.94,3.05,1.49,5359.55,282.98,1757.23,35.97,12.71%,16.10%,18.89,0.1,0.04,,,,,,,,,,,,
3300,3/13/2012,19.18,3.09,1.47,5429.5,283.08,1757.12,36.94,13.05%,16.11%,18.92,0.08,0.03,,,,,,,,,,,,
3301,3/14/2012,19.31,3.1,1.46,5463.9,282.96,1762.55,37.42,13.23%,16.05%,18.95,0.07,0.03,,,,,,,,,,,,
3302,3/15/2012,19.01,3.06,1.48,5380.5,283.04,1758.33,36.35,12.84%,16.10%,18.97,0.06,0.01,,,,,,,,,,,,
3303,3/16/2012,18.79,3.02,1.5,5317.9,283.02,1760.89,35.45,12.53%,16.07%,18.98,0.05,0,,,,,,,,,,,,
3304,3/19/2012,18.58,2.99,1.51,5257.05,282.94,1758.21,34.81,12.30%,16.09%,18.99,0.04,-0.03,,,,,,,,,,,,
3305,3/20/2012,18.64,3,1.51,5274.85,282.99,1758.28,34.93,12.34%,16.09%,19,0.03,-0.04,,,,,,,,,,,,
3306,3/21/2012,18.96,3.05,1.48,5364.95,282.96,1759,36.25,12.81%,16.09%,19,0.01,-0.05,,,,,,,,,,,,
3307,3/22/2012,18.47,2.97,1.52,5228.45,283.08,1760.42,34.4,12.15%,16.08%,19,0,-0.07,,,,,,,,,,,,
3308,3/23/2012,18.65,3,1.51,5278.2,283.01,1759.4,34.95,12.35%,16.09%,18.99,-0.01,-0.08,,,,,,,,,,,,
3309,3/26/2012,18.32,2.95,1.54,5184.25,282.98,1757.37,33.66,11.90%,16.10%,18.96,-0.03,-0.09,,,,,,,,,,,,
3310,3/27/2012,18.53,2.98,1.52,5243.15,282.95,1759.45,34.49,12.19%,16.08%,18.95,-0.04,-0.1,,,,,,,,,,,,
3311,3/28/2012,18.36,2.95,1.53,5194.75,282.94,1760.93,33.95,12.00%,16.07%,18.92,-0.06,-0.11,,,,,,,,,,,,
3312,3/29/2012,18.3,2.94,1.54,5178.85,283,1761.51,33.63,11.88%,16.07%,18.9,-0.08,-0.12,,,,,,,,,,,,
3313,3/30/2012,18.71,3.01,1.5,5295.55,283.03,1759.32,35.3,12.47%,16.09%,18.89,-0.08,-0.12,,,,,,,,,,,,
3314,4/2/2012,18.79,3.02,1.5,5317.9,283.02,1760.89,35.45,12.53%,16.07%,18.88,-0.08,-0.12,,,,,,,,,,,,
3315,4/3/2012,18.93,3.04,1.49,5358.5,283.07,1762.66,35.96,12.70%,16.06%,18.88,-0.07,-0.12,,,,,,,,,,,,
3316,4/4/2012,18.81,3.02,1.5,5322.9,282.98,1762.55,35.49,12.54%,16.06%,18.87,-0.06,-0.11,,,,,,,,,,,,
3317,4/9/2012,18.5,2.97,1.52,5234.4,282.94,1762.42,34.44,12.17%,16.05%,18.84,-0.05,-0.1,,,,,,,,,,,,
3318,4/10/2012,18.53,2.98,1.52,5243.6,282.98,1759.6,34.5,12.19%,16.08%,18.81,-0.04,-0.09,,,,,,,,,,,,
3319,4/11/2012,18.47,2.97,1.52,5226.85,282.99,1759.88,34.39,12.15%,16.08%,18.78,-0.03,-0.08,,,,,,,,,,,,
3320,4/12/2012,18.65,3,1.51,5276.85,282.94,1758.95,34.95,12.35%,16.09%,18.76,-0.01,-0.07,,,,,,,,,,,,
3321,4/13/2012,18.3,2.96,1.53,5207.45,284.56,1759.27,34.04,11.96%,16.17%,18.73,0.01,-0.06,,,,,,,,,,,,
3322,4/16/2012,18.41,2.98,1.52,5226.2,283.88,1753.76,34.38,12.11%,16.19%,18.71,0.02,-0.05,,,,,,,,,,,,
3323,4/17/2012,18.63,3.01,1.5,5289.7,283.93,1757.38,35.26,12.42%,16.16%,18.72,0.04,-0.05,,,,,,,,,,,,
3324,4/18/2012,18.67,3.02,1.5,5300,283.88,1754.97,35.33,12.45%,16.18%,18.71,0.04,-0.05,,,,,,,,,,,,
3325,4/19/2012,18.72,3.04,1.49,5332.4,284.85,1754.08,35.79,12.56%,16.24%,18.7,0.05,-0.04,,,,,,,,,,,,
3326,4/20/2012,18.58,3.02,1.5,5290.85,284.76,1751.94,35.27,12.39%,16.25%,18.69,0.05,-0.03,,,,,,,,,,,,
3327,4/23/2012,18.26,2.96,1.53,5200.6,284.81,1756.96,33.99,11.93%,16.21%,18.67,0.06,-0.03,,,,,,,,,,,,
3328,4/24/2012,18.34,2.98,1.52,5222.65,284.77,1752.57,34.36,12.07%,16.25%,18.65,0.06,-0.03,,,,,,,,,,,,
3329,4/25/2012,18.27,2.96,1.53,5202,284.73,1757.43,34,11.94%,16.20%,18.63,0.06,-0.03,,,,,,,,,,,,
3330,4/26/2012,18.22,2.96,1.53,5189,284.8,1753.04,33.92,11.91%,16.25%,18.62,0.06,-0.04,,,,,,,,,,,,
3331,4/27/2012,17.93,3.04,1.54,5190.6,289.49,1707.43,33.71,11.64%,16.95%,18.61,0.09,-0.05,,,,,,,,,,,,
3332,4/28/2012,17.99,3.05,1.54,5209,289.55,1707.87,33.82,11.68%,16.95%,18.58,0.11,-0.05,,,,,,,,,,,,
3333,4/30/2012,18.12,3.08,1.52,5248.15,289.63,1703.94,34.53,11.92%,17.00%,18.56,0.14,-0.05,,,,,,,,,,,,
3334,5/2/2012,17.99,3.07,1.53,5239.15,291.23,1706.56,34.24,11.76%,17.07%,18.52,0.17,-0.04,,,,,,,,,,,,
3335,5/3/2012,17.81,3.04,1.54,5188.4,291.32,1706.71,33.69,11.56%,17.07%,18.48,0.2,-0.03,,,,,,,,,,,,
3336,5/4/2012,17.45,2.98,1.57,5086.85,291.51,1707,32.4,11.11%,17.08%,18.43,0.22,-0.04,,,,,,,,,,,,
3337,5/7/2012,17.54,3,1.56,5114.15,291.57,1704.72,32.78,11.24%,17.10%,18.4,0.25,-0.04,,,,,,,,,,,,
3338,5/8/2012,17.15,2.93,1.6,4999.95,291.54,1706.47,31.25,10.72%,17.08%,18.35,0.27,-0.06,,,,,,,,,,,,
3339,5/9/2012,17.03,2.92,1.61,4974.8,292.12,1703.7,30.9,10.58%,17.15%,18.31,0.29,-0.07,,,,,,,,,,,,
3340,5/10/2012,17,2.91,1.61,4965.7,292.1,1706.43,30.84,10.56%,17.12%,18.25,0.31,-0.08,,,,,,,,,,,,
3341,5/11/2012,16.87,2.89,1.62,4928.9,292.17,1705.5,30.43,10.41%,17.13%,18.2,0.33,-0.09,,,,,,,,,,,,
3342,5/14/2012,16.95,2.88,1.63,4907.8,289.55,1704.1,30.11,10.40%,16.99%,18.15,0.33,-0.11,,,,,,,,,,,,
3343,5/15/2012,17.04,2.9,1.62,4942.8,290.07,1704.41,30.51,10.52%,17.02%,18.11,0.33,-0.13,,,,,,,,,,,,
3344,5/16/2012,16.74,2.85,1.64,4858.25,290.22,1704.65,29.62,10.21%,17.03%,18.06,0.33,-0.14,,,,,,,,,,,,
3345,5/17/2012,16.78,2.86,1.64,4870.2,290.24,1702.87,29.7,10.23%,17.04%,18.01,0.33,-0.16,,,,,,,,,,,,
3346,5/18/2012,16.85,2.87,1.63,4891.45,290.29,1704.34,30.01,10.34%,17.03%,17.97,0.33,-0.18,,,,,,,,,,,,
3347,5/21/2012,16.62,2.88,1.63,4906.05,295.19,1703.49,30.1,10.20%,17.33%,17.91,0.35,-0.19,,,,,,,,,,,,
3348,5/22/2012,16.46,2.85,1.64,4860.5,295.29,1705.44,29.64,10.04%,17.31%,17.84,0.36,-0.19,,,,,,,,,,,,
3349,5/23/2012,16.38,2.84,1.65,4835.65,295.22,1702.69,29.31,9.93%,17.34%,17.77,0.37,-0.2,,,,,,,,,,,,
3350,5/24/2012,16.69,2.89,1.62,4921.4,294.87,1702.91,30.38,10.30%,17.32%,17.7,0.38,-0.19,,,,,,,,,,,,
3351,5/25/2012,16.68,2.89,1.62,4920.4,294.99,1702.56,30.37,10.30%,17.33%,17.65,0.38,-0.2,,,,,,,,,,,,
3352,5/28/2012,16.9,2.93,1.6,4985.65,295.01,1701.59,31.16,10.56%,17.34%,17.6,0.38,-0.19,,,,,,,,,,,,
3353,5/29/2012,16.9,2.93,1.6,4990.1,295.27,1703.11,31.19,10.56%,17.34%,17.56,0.38,-0.19,,,,,,,,,,,,
3354,5/30/2012,16.75,2.9,1.65,4950.75,295.57,1707.16,30,10.15%,17.31%,17.5,0.37,-0.19,,,,,,,,,,,,
3355,5/31/2012,16.66,2.89,1.66,4924.25,295.57,1703.89,29.66,10.04%,17.35%,17.45,0.37,-0.19,,,,,,,,,,,,
3356,6/1/2012,16.36,2.84,1.69,4841.6,295.94,1704.79,28.65,9.68%,17.36%,17.39,0.37,-0.2,,,,,,,,,,,,
3357,6/4/2012,16.28,2.84,1.68,4848.15,297.8,1707.1,28.86,9.69%,17.44%,17.32,0.37,-0.2,,,,,,,,,,,,
3358,6/5/2012,16.33,2.8,1.68,4863.3,297.81,1736.89,28.95,9.72%,17.15%,17.25,0.36,-0.19,,,,,,,,,,,,
3359,6/6/2012,16.78,2.86,1.6,4997.1,297.8,1747.24,31.23,10.49%,17.04%,17.2,0.36,-0.17,,,,,,,,,,,,
3360,6/7/2012,16.96,2.89,1.58,5049.65,297.74,1747.28,31.96,10.73%,17.04%,17.15,0.35,-0.15,,,,,,,,,,,,
3361,6/8/2012,16.83,2.9,1.58,5068.35,301.15,1747.71,32.08,10.65%,17.23%,17.11,0.36,-0.13,,,,,,,,,,,,
3362,6/11/2012,16.79,2.89,1.58,5054.1,301.02,1748.82,31.99,10.63%,17.21%,17.06,0.36,-0.11,,,,,,,,,,,,
